"y","x"
64.5668937864996,-2.51246339192395
56.3414086066184,-2.42945616574535
42.0529196887159,-2.21694569607541
30.5035466498159,-1.82723059596451
18.1625173959146,-1.73762045256472
20.8671999298926,-1.52119956902361
8.29292842762798,-1.51991785865484
8.58853701868517,-1.45771125611628
16.2623094238396,-1.41941945309928
3.76198873762837,-1.40057727175321
8.09152855361857,-1.39163169425018
9.58828900086992,-1.30991913362176
12.1685308095953,-1.30568851169183
18.2362905605303,-1.29065495292964
9.2119318421365,-1.26470127271638
9.37911907866627,-1.20947940267899
6.07742044257184,-1.20028554452606
4.44531376659206,-1.1345992247689
1.82170817585032,-1.12574696001497
12.5499311139017,-1.06417558688645
-5.57079779050335,-1.04324247264292
4.49543202646965,-1.0403715352761
11.4588335892183,-0.998618380364687
5.24100432718014,-0.981801109598749
0.603802779416949,-0.963180401908581
0.687008554075578,-0.94732532943712
2.80781867595859,-0.8418463681482
-11.627275486458,-0.834105717285446
3.14089850723327,-0.82028782504361
3.25908960076267,-0.778063810678522
-8.08620007380279,-0.732474569741485
-0.234089630780047,-0.72041118212534
7.19972966773818,-0.696339527768598
-5.15261414149115,-0.694860291768392
-1.52680419496079,-0.684679415539071
-4.86954275013328,-0.64603607188048
-3.39789316441107,-0.588942514355419
0.378464750628206,-0.563084700985673
0.316998003021276,-0.553199428520913
-1.77616136421228,-0.544207656425122
1.4101565569434,-0.498918907705546
-2.68525692238742,-0.404501351917531
7.0119594754333,-0.367199845328917
7.80068321630931,-0.272936890903895
0.26455446987828,-0.269688941213487
3.6473583900409,-0.268958990014085
2.65633197942166,-0.235295271210977
-4.44360043223175,-0.228714739552934
4.57651272705194,-0.223167528781039
5.78246845556881,-0.187221815525647
4.35313556635089,-0.16326238958057
1.89233505439679,-0.155122504085949
-2.40757248878413,0.0296424661715786
2.54630589023619,0.106058514848918
4.40910517397209,0.113064279167816
5.12014219653524,0.121171873906331
3.10973679443444,0.148132952545577
6.1601705233867,0.175975892214532
5.54668132753728,0.17834331217487
7.92523916541352,0.178470893259279
-3.75794295188215,0.183594949263421
4.37261647485983,0.20415078713895
3.24311420212607,0.221526540935056
15.147126582789,0.247963525069432
8.73311377319578,0.265895235989485
-8.8189605804192,0.280569541973747
1.16665287704289,0.292676931939088
3.37014727329448,0.366333594350244
-0.8801953687724,0.395254128690641
-0.0825971199155888,0.400373190437633
6.86565309130298,0.404379055669779
8.76421205672783,0.408071603751234
6.47483711851873,0.452180199289254
4.356716985723,0.482635933808119
2.29813517229228,0.498234027813772
0.605979121762994,0.542659480299071
0.1279826661476,0.596702954606289
1.24888332929296,0.608107688200336
-11.5374523002377,0.611877835798534
-4.68852258057763,0.616479627312551
7.02826516220183,0.630133459334398
-4.99911806456688,0.634727909922353
-0.329260174110365,0.717836353091242
2.66072761876555,0.754541397139661
-3.82564653780741,0.766439082173975
-5.80256924873111,0.779257760817067
0.452763178033977,0.785045978845201
4.72631048476514,0.81438154719128
9.43896996908459,0.865619624202638
-2.07623531500436,0.890362989975775
-5.00392411671762,0.914663118646281
6.23899754196885,1.08124050733599
-3.11800037180728,1.09541524974689
-0.438970212848033,1.11718307287818
-1.6169186065015,1.1748679963264
-7.27519250111672,1.26854240022202
-18.8491519495229,1.71287749254243
-13.5552050099858,2.03525050442075
-39.435399286782,2.39067607315566
-51.7986587096226,2.44724616852041
